session_id,room_id,card_id,item_ids,entry_time,exit_time,duration,entry_scans,exit_scans,is_anomaly,anomaly_type
sess_01885,room_1,card_1553,"[""SKU-0007"", ""SKU-0012"", ""SKU-0008"", ""SKU-0006"", ""SKU-0004"", ""SKU-0011""]",2025-07-14T19:49:02.639951,2025-07-14T20:56:02.639951,67.0,"[""SKU-0007"", ""SKU-0012"", ""SKU-0008"", ""SKU-0006"", ""SKU-0004"", ""SKU-0011""]","[""SKU-0007"", ""SKU-0012"", ""SKU-0008"", ""SKU-0006"", ""SKU-0004"", ""SKU-0011""]",False,
sess_01886,room_2,card_7256,"[""SKU-0010"", ""SKU-0005"", ""SKU-0004"", ""SKU-0009"", ""SKU-0003""]",2025-09-11T09:28:02.639951,2025-09-11T09:59:02.639951,31.0,"[""SKU-0010"", ""SKU-0005"", ""SKU-0004"", ""SKU-0009"", ""SKU-0003""]","[""SKU-0010"", ""SKU-0005"", ""SKU-0004"", ""SKU-0009"", ""SKU-0003""]",False,
sess_01887,room_2,card_4777,"[""SKU-0007"", ""SKU-0012""]",2025-05-12T04:47:02.639951,2025-05-12T05:02:02.639951,15.0,"[""SKU-0007"", ""SKU-0012""]","[""SKU-0007"", ""SKU-0012""]",False,
sess_01888,room_1,card_8792,"[""SKU-0011"", ""SKU-0010"", ""SKU-0008""]",2025-03-31T23:19:02.639951,2025-03-31T23:53:02.639951,34.0,"[""SKU-0011"", ""SKU-0010"", ""SKU-0008""]","[""SKU-0011"", ""SKU-0010"", ""SKU-0008""]",False,
sess_01889,room_2,card_6426,"[""SKU-0008"", ""SKU-0005"", ""SKU-0012"", ""SKU-0011"", ""SKU-0003""]",2025-02-02T04:06:02.639951,2025-02-02T04:59:02.639951,53.0,"[""SKU-0008"", ""SKU-0005"", ""SKU-0012"", ""SKU-0011"", ""SKU-0003""]","[""SKU-0008"", ""SKU-0005"", ""SKU-0012"", ""SKU-0011"", ""SKU-0003""]",False,
sess_01890,room_1,card_8724,"[""SKU-0001"", ""SKU-0012"", ""SKU-0002"", ""SKU-0007"", ""SKU-0009""]",2025-03-03T14:03:02.639951,2025-03-03T14:41:02.639951,38.0,"[""SKU-0001"", ""SKU-0012"", ""SKU-0002"", ""SKU-0007"", ""SKU-0009""]","[""SKU-0001"", ""SKU-0012"", ""SKU-0002"", ""SKU-0007"", ""SKU-0009""]",False,
sess_01891,room_1,card_4911,"[""SKU-0006"", ""SKU-0007"", ""SKU-0004""]",2024-12-18T11:03:02.639951,2024-12-18T11:21:02.639951,18.0,"[""SKU-0006"", ""SKU-0007"", ""SKU-0004""]","[""SKU-0006"", ""SKU-0007"", ""SKU-0004""]",False,
sess_01892,room_1,card_9382,"[""SKU-0005"", ""SKU-0008""]",2025-04-22T04:14:02.639951,2025-04-22T04:32:02.639951,18.0,"[""SKU-0005"", ""SKU-0008""]","[""SKU-0005"", ""SKU-0008""]",False,
sess_01893,room_1,card_5207,"[""SKU-0001"", ""SKU-0003"", ""SKU-0007"", ""SKU-0004"", ""SKU-0008"", ""SKU-0002"", ""SKU-0010""]",2025-06-28T01:17:02.639951,2025-06-28T02:53:02.639951,96.0,"[""SKU-0001"", ""SKU-0003"", ""SKU-0007"", ""SKU-0004"", ""SKU-0008"", ""SKU-0002"", ""SKU-0010""]","[""SKU-0001"", ""SKU-0003"", ""SKU-0007"", ""SKU-0004"", ""SKU-0008"", ""SKU-0002"", ""SKU-0010""]",False,
sess_01894,room_2,card_7093,"[""SKU-0008"", ""SKU-0002"", ""SKU-0006"", ""SKU-0005""]",2025-09-26T07:42:02.639951,2025-09-26T08:07:02.639951,25.0,"[""SKU-0008"", ""SKU-0002"", ""SKU-0006"", ""SKU-0005""]","[""SKU-0008"", ""SKU-0002"", ""SKU-0006"", ""SKU-0005""]",False,
sess_01895,room_1,card_3850,"[""SKU-0008"", ""SKU-0006"", ""SKU-0002""]",2025-03-05T19:32:02.639951,2025-03-05T20:07:02.639951,35.0,"[""SKU-0008"", ""SKU-0006"", ""SKU-0002""]","[""SKU-0008"", ""SKU-0006"", ""SKU-0002""]",False,
sess_01896,room_2,card_8213,"[""SKU-0003"", ""SKU-0010"", ""SKU-0008"", ""SKU-0002"", ""SKU-0004"", ""SKU-0012""]",2025-03-22T03:54:02.639951,2025-03-22T05:02:02.639951,68.0,"[""SKU-0003"", ""SKU-0010"", ""SKU-0008"", ""SKU-0002"", ""SKU-0004"", ""SKU-0012""]","[""SKU-0003"", ""SKU-0010"", ""SKU-0008"", ""SKU-0002"", ""SKU-0004"", ""SKU-0012""]",False,
sess_01897,room_2,card_4688,"[""SKU-0010""]",2025-03-05T13:54:02.639951,2025-03-05T14:01:02.639951,7.0,"[""SKU-0010""]","[""SKU-0010""]",False,
sess_01898,room_2,card_1258,"[""SKU-0006"", ""SKU-0003"", ""SKU-0005"", ""SKU-0002""]",2025-02-10T11:55:02.639951,2025-02-10T12:23:02.639951,28.0,"[""SKU-0006"", ""SKU-0003"", ""SKU-0005"", ""SKU-0002""]","[""SKU-0006"", ""SKU-0003"", ""SKU-0005"", ""SKU-0002""]",False,
sess_01899,room_1,card_5320,"[""SKU-0007"", ""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0009"", ""SKU-0006""]",2025-10-30T17:54:02.639951,2025-10-30T17:56:41.203079,2.642718796877716,"[""SKU-0007"", ""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0009"", ""SKU-0006""]","[""SKU-0007"", ""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0009"", ""SKU-0006""]",True,quick_exit
sess_01900,room_1,card_8322,"[""SKU-0001"", ""SKU-0005"", ""SKU-0010"", ""SKU-0009"", ""SKU-0003""]",2025-06-25T01:42:02.639951,2025-06-25T02:13:02.639951,31.0,"[""SKU-0001"", ""SKU-0005"", ""SKU-0010"", ""SKU-0009"", ""SKU-0003""]","[""SKU-0001"", ""SKU-0005"", ""SKU-0010"", ""SKU-0009"", ""SKU-0003""]",False,
sess_01901,room_2,card_2728,"[""SKU-0003"", ""SKU-0002"", ""SKU-0010""]",2025-05-15T04:12:02.639951,2025-05-15T04:32:02.639951,20.0,"[""SKU-0003"", ""SKU-0002"", ""SKU-0010""]","[""SKU-0003"", ""SKU-0002"", ""SKU-0010""]",False,
sess_01902,room_2,card_1433,"[""SKU-0003"", ""SKU-0008"", ""SKU-0012"", ""SKU-0009""]",2024-12-28T10:45:02.639951,2024-12-28T11:36:02.639951,51.0,"[""SKU-0003"", ""SKU-0008"", ""SKU-0012"", ""SKU-0009""]","[""SKU-0003"", ""SKU-0008"", ""SKU-0012"", ""SKU-0009""]",False,
sess_01903,room_2,card_2767,"[""SKU-0011"", ""SKU-0007"", ""SKU-0003""]",2024-11-09T20:10:02.639951,2024-11-09T20:42:02.639951,32.0,"[""SKU-0011"", ""SKU-0007"", ""SKU-0003""]","[""SKU-0011"", ""SKU-0007"", ""SKU-0003""]",False,
sess_01904,room_2,card_5487,"[""SKU-0001"", ""SKU-0006"", ""SKU-0010""]",2024-12-25T12:55:02.639951,2024-12-25T13:10:02.639951,15.0,"[""SKU-0001"", ""SKU-0006"", ""SKU-0010""]","[""SKU-0001"", ""SKU-0006"", ""SKU-0010""]",False,
sess_01905,room_2,card_7363,"[""SKU-0001"", ""SKU-0005"", ""SKU-0004"", ""SKU-0009"", ""SKU-0002"", ""SKU-0010"", ""SKU-0006""]",2025-09-27T23:02:02.639951,2025-09-28T00:04:02.639951,62.0,"[""SKU-0001"", ""SKU-0005"", ""SKU-0004"", ""SKU-0009"", ""SKU-0002"", ""SKU-0010"", ""SKU-0006""]","[""SKU-0001"", ""SKU-0005"", ""SKU-0004"", ""SKU-0009"", ""SKU-0002"", ""SKU-0010"", ""SKU-0006""]",False,
sess_01906,room_2,card_3014,"[""SKU-0007"", ""SKU-0002"", ""SKU-0001"", ""SKU-0005""]",2025-06-11T21:00:02.639951,2025-06-11T21:32:02.639951,32.0,"[""SKU-0007"", ""SKU-0002"", ""SKU-0001"", ""SKU-0005""]","[""SKU-0007"", ""SKU-0002"", ""SKU-0001"", ""SKU-0005""]",False,
sess_01907,room_2,card_1858,"[""SKU-0012"", ""SKU-0011"", ""SKU-0006"", ""SKU-0001""]",2025-02-03T04:57:02.639951,2025-02-03T05:19:02.639951,22.0,"[""SKU-0012"", ""SKU-0011"", ""SKU-0006"", ""SKU-0001""]","[""SKU-0012"", ""SKU-0011"", ""SKU-0006"", ""SKU-0001""]",False,
sess_01908,room_2,card_1696,"[""SKU-0008""]",2025-02-19T09:31:02.639951,2025-02-19T09:40:02.639951,9.0,"[""SKU-0008""]","[""SKU-0008""]",False,
sess_01909,room_1,card_1404,"[""SKU-0001""]",2024-12-05T08:03:02.639951,2024-12-05T08:12:02.639951,9.0,"[""SKU-0001""]","[""SKU-0001""]",False,
sess_01910,room_2,card_2169,"[""SKU-0006"", ""SKU-0005"", ""SKU-0007"", ""SKU-0009""]",2024-12-08T09:35:02.639951,2024-12-08T10:13:02.639951,38.0,"[""SKU-0006"", ""SKU-0005"", ""SKU-0007"", ""SKU-0009""]","[""SKU-0006"", ""SKU-0005"", ""SKU-0007"", ""SKU-0009""]",False,
sess_01911,room_2,card_9815,"[""SKU-0005""]",2025-02-10T02:58:02.639951,2025-02-10T03:05:02.639951,7.0,"[""SKU-0005""]","[""SKU-0005""]",False,
sess_01912,room_1,card_3743,"[""SKU-0003"", ""SKU-0002"", ""SKU-0011""]",2025-06-15T22:53:02.639951,2025-06-15T23:22:02.639951,29.0,"[""SKU-0003"", ""SKU-0002"", ""SKU-0011""]","[""SKU-0003"", ""SKU-0002"", ""SKU-0011""]",False,
sess_01913,room_1,card_5783,"[""SKU-0009"", ""SKU-0005"", ""SKU-0010"", ""SKU-0001""]",2025-02-23T15:57:02.639951,2025-02-23T16:29:02.639951,32.0,"[""SKU-0009"", ""SKU-0005"", ""SKU-0010"", ""SKU-0001""]","[""SKU-0009"", ""SKU-0005"", ""SKU-0010"", ""SKU-0001""]",False,
sess_01914,room_2,card_7160,"[""SKU-0002"", ""SKU-0005"", ""SKU-0009""]",2025-06-20T03:39:02.639951,2025-06-20T03:54:02.639951,15.0,"[""SKU-0002"", ""SKU-0005"", ""SKU-0009""]","[""SKU-0002"", ""SKU-0005"", ""SKU-0009""]",False,
sess_01915,room_1,card_1525,"[""SKU-0001"", ""SKU-0004"", ""SKU-0010""]",2025-10-03T13:04:02.639951,2025-10-03T13:24:02.639951,20.0,"[""SKU-0001"", ""SKU-0004"", ""SKU-0010""]","[""SKU-0001"", ""SKU-0004"", ""SKU-0010""]",False,
sess_01916,room_2,card_4595,"[""SKU-0001"", ""SKU-0002"", ""SKU-0004"", ""SKU-0007"", ""SKU-0010"", ""SKU-0008"", ""SKU-0012""]",2024-12-22T09:00:02.639951,2024-12-22T09:53:02.639951,53.0,"[""SKU-0001"", ""SKU-0002"", ""SKU-0004"", ""SKU-0007"", ""SKU-0010"", ""SKU-0008"", ""SKU-0012""]","[""SKU-0001"", ""SKU-0002"", ""SKU-0004"", ""SKU-0007"", ""SKU-0010"", ""SKU-0008"", ""SKU-0012""]",False,
sess_01917,room_2,card_4543,"[""SKU-0009"", ""SKU-0002"", ""SKU-0012""]",2024-12-03T00:33:02.639951,2024-12-03T01:01:02.639951,28.0,"[""SKU-0009"", ""SKU-0002"", ""SKU-0012""]","[""SKU-0009"", ""SKU-0002"", ""SKU-0012""]",False,
sess_01918,room_1,card_1268,"[""SKU-0011"", ""SKU-0003""]",2025-01-30T12:32:02.639951,2025-01-30T12:49:02.639951,17.0,"[""SKU-0011"", ""SKU-0003""]","[""SKU-0011"", ""SKU-0003""]",False,
sess_01919,room_1,card_4477,"[""SKU-0004"", ""SKU-0010"", ""SKU-0003""]",2025-04-30T07:35:02.639951,2025-04-30T07:55:02.639951,20.0,"[""SKU-0004"", ""SKU-0010"", ""SKU-0003""]","[""SKU-0004"", ""SKU-0010"", ""SKU-0003""]",False,
sess_01920,room_2,card_3493,"[""SKU-0011"", ""SKU-0012"", ""SKU-0002"", ""SKU-0007"", ""SKU-0006""]",2025-05-01T08:07:02.639951,2025-05-01T08:29:02.639951,22.0,"[""SKU-0011"", ""SKU-0012"", ""SKU-0002"", ""SKU-0007"", ""SKU-0006""]","[""SKU-0011"", ""SKU-0012"", ""SKU-0002"", ""SKU-0007"", ""SKU-0006""]",False,
sess_01921,room_1,card_5825,"[""SKU-0012"", ""SKU-0004"", ""SKU-0008"", ""SKU-0011"", ""SKU-0002"", ""SKU-0003""]",2025-06-12T20:57:02.639951,2025-06-12T21:43:02.639951,46.0,"[""SKU-0012"", ""SKU-0004"", ""SKU-0008"", ""SKU-0011"", ""SKU-0002"", ""SKU-0003""]","[""SKU-0012"", ""SKU-0004"", ""SKU-0008"", ""SKU-0011"", ""SKU-0002"", ""SKU-0003""]",False,
sess_01922,room_1,card_7179,"[""SKU-0010"", ""SKU-0008"", ""SKU-0003"", ""SKU-0001"", ""SKU-0004""]",2025-10-22T12:12:02.639951,2025-10-22T12:39:02.639951,27.0,"[""SKU-0010"", ""SKU-0008"", ""SKU-0003"", ""SKU-0001"", ""SKU-0004""]","[""SKU-0010"", ""SKU-0008"", ""SKU-0003"", ""SKU-0001"", ""SKU-0004""]",False,
sess_01923,room_1,card_7971,"[""SKU-0003"", ""SKU-0005"", ""SKU-0008"", ""SKU-0004""]",2025-08-03T13:13:02.639951,2025-08-03T14:04:02.639951,51.0,"[""SKU-0003"", ""SKU-0005"", ""SKU-0008"", ""SKU-0004""]","[""SKU-0003"", ""SKU-0005"", ""SKU-0008"", ""SKU-0004""]",False,
sess_01924,room_2,card_3270,"[""SKU-0003"", ""SKU-0008"", ""SKU-0004"", ""SKU-0010"", ""SKU-0002""]",2025-04-29T01:48:02.639951,2025-04-29T02:22:02.639951,34.0,"[""SKU-0003"", ""SKU-0008"", ""SKU-0004"", ""SKU-0010"", ""SKU-0002""]","[""SKU-0003"", ""SKU-0008"", ""SKU-0004"", ""SKU-0010"", ""SKU-0002""]",False,
sess_01925,room_2,card_1087,"[""SKU-0012"", ""SKU-0010"", ""SKU-0001"", ""SKU-0008"", ""SKU-0006""]",2025-03-30T09:23:02.639951,2025-03-30T10:07:02.639951,44.0,"[""SKU-0012"", ""SKU-0010"", ""SKU-0001"", ""SKU-0008"", ""SKU-0006""]","[""SKU-0012"", ""SKU-0010"", ""SKU-0001"", ""SKU-0008"", ""SKU-0006""]",False,
sess_01926,room_2,card_5000,"[""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0006""]",2025-06-16T12:39:02.639951,2025-06-16T13:07:02.639951,28.0,"[""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0006""]","[""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0006""]",False,
sess_01927,room_2,card_2169,"[""SKU-0003"", ""SKU-0008"", ""SKU-0005"", ""SKU-0010""]",2025-10-24T17:09:02.639951,2025-10-24T17:50:02.639951,41.0,"[""SKU-0003"", ""SKU-0008"", ""SKU-0005"", ""SKU-0010""]","[""SKU-0003"", ""SKU-0008"", ""SKU-0005"", ""SKU-0010""]",False,
sess_01928,room_2,card_9623,"[""SKU-0003"", ""SKU-0011"", ""SKU-0001""]",2024-12-31T22:58:02.639951,2024-12-31T23:28:02.639951,30.0,"[""SKU-0003"", ""SKU-0011"", ""SKU-0001""]","[""SKU-0003"", ""SKU-0011"", ""SKU-0001""]",False,
sess_01929,room_2,card_2233,"[""SKU-0004"", ""SKU-0011"", ""SKU-0002"", ""SKU-0003""]",2025-08-06T21:43:02.639951,2025-08-06T22:04:02.639951,21.0,"[""SKU-0004"", ""SKU-0011"", ""SKU-0002"", ""SKU-0003""]","[""SKU-0004"", ""SKU-0011"", ""SKU-0002"", ""SKU-0003""]",False,
sess_01930,room_1,card_4552,"[""SKU-0005"", ""SKU-0009"", ""SKU-0007"", ""SKU-0003"", ""SKU-0004""]",2025-08-27T16:16:02.639951,2025-08-27T16:41:02.639951,25.0,"[""SKU-0005"", ""SKU-0009"", ""SKU-0007"", ""SKU-0003"", ""SKU-0004""]","[""SKU-0005"", ""SKU-0009"", ""SKU-0007"", ""SKU-0003"", ""SKU-0004""]",False,
sess_01931,room_2,card_7692,"[""SKU-0002"", ""SKU-0008"", ""SKU-0009"", ""SKU-0010"", ""SKU-0005""]",2025-06-28T02:05:02.639951,2025-06-28T02:42:02.639951,37.0,"[""SKU-0002"", ""SKU-0008"", ""SKU-0009"", ""SKU-0010"", ""SKU-0005""]","[""SKU-0002"", ""SKU-0008"", ""SKU-0009"", ""SKU-0010"", ""SKU-0005""]",False,
sess_01932,room_2,card_2225,"[""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0006"", ""SKU-0008"", ""SKU-0004"", ""SKU-0011""]",2024-11-30T18:05:02.639951,2024-11-30T19:22:02.639951,77.0,"[""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0006"", ""SKU-0008"", ""SKU-0004"", ""SKU-0011""]","[""SKU-0010"", ""SKU-0005"", ""SKU-0003"", ""SKU-0006"", ""SKU-0008"", ""SKU-0004"", ""SKU-0011""]",False,
sess_01933,room_1,card_4348,"[""SKU-0002"", ""SKU-0001"", ""SKU-0007"", ""SKU-0012""]",2024-12-20T02:47:02.639951,2024-12-20T03:23:02.639951,36.0,"[""SKU-0002"", ""SKU-0001"", ""SKU-0007"", ""SKU-0012""]","[""SKU-0002"", ""SKU-0001"", ""SKU-0007"", ""SKU-0012""]",False,
sess_01934,room_2,card_6940,"[""SKU-0008"", ""SKU-0006"", ""SKU-0003"", ""SKU-0004"", ""SKU-0009""]",2025-10-17T01:05:02.639951,2025-10-17T01:32:02.639951,27.0,"[""SKU-0008"", ""SKU-0006"", ""SKU-0003"", ""SKU-0004"", ""SKU-0009""]","[""SKU-0008"", ""SKU-0006"", ""SKU-0003"", ""SKU-0004"", ""SKU-0009""]",False,
sess_01935,room_1,card_4553,"[""SKU-0005"", ""SKU-0004"", ""SKU-0012"", ""SKU-0009"", ""SKU-0010"", ""SKU-0006"", ""SKU-0011""]",2025-10-19T04:31:02.639951,2025-10-19T05:24:02.639951,53.0,"[""SKU-0005"", ""SKU-0004"", ""SKU-0012"", ""SKU-0009"", ""SKU-0010"", ""SKU-0006"", ""SKU-0011""]","[""SKU-0005"", ""SKU-0004"", ""SKU-0012"", ""SKU-0009"", ""SKU-0010"", ""SKU-0006"", ""SKU-0011""]",False,
sess_01936,room_2,card_9821,"[""SKU-0005"", ""SKU-0012"", ""SKU-0004"", ""SKU-0008"", ""SKU-0007"", ""SKU-0002"", ""SKU-0006""]",2024-11-23T01:43:02.639951,2024-11-23T03:07:02.639951,84.0,"[""SKU-0005"", ""SKU-0012"", ""SKU-0004"", ""SKU-0008"", ""SKU-0007"", ""SKU-0002"", ""SKU-0006""]","[""SKU-0005"", ""SKU-0012"", ""SKU-0004"", ""SKU-0008"", ""SKU-0007"", ""SKU-0002"", ""SKU-0006""]",False,
sess_01937,room_1,card_9440,"[""SKU-0012"", ""SKU-0002"", ""SKU-0006""]",2024-12-21T03:30:02.639951,2024-12-21T03:54:02.639951,24.0,"[""SKU-0012"", ""SKU-0002"", ""SKU-0006""]","[""SKU-0012"", ""SKU-0002"", ""SKU-0006""]",False,
sess_01938,room_2,card_3144,"[""SKU-0003"", ""SKU-0001"", ""SKU-0006"", ""SKU-0011"", ""SKU-0004"", ""SKU-0007"", ""SKU-0012""]",2025-02-21T18:44:02.639951,2025-02-21T19:48:02.639951,64.0,"[""SKU-0003"", ""SKU-0001"", ""SKU-0006"", ""SKU-0011"", ""SKU-0004"", ""SKU-0007"", ""SKU-0012""]","[""SKU-0003"", ""SKU-0001"", ""SKU-0006"", ""SKU-0011"", ""SKU-0004"", ""SKU-0007"", ""SKU-0012""]",False,
sess_01939,room_2,card_3894,"[""SKU-0002"", ""SKU-0001"", ""SKU-0004"", ""SKU-0011"", ""SKU-0007""]",2025-04-03T08:17:02.639951,2025-04-03T08:54:02.639951,37.0,"[""SKU-0002"", ""SKU-0001"", ""SKU-0004"", ""SKU-0011"", ""SKU-0007""]","[""SKU-0002"", ""SKU-0001"", ""SKU-0004"", ""SKU-0011"", ""SKU-0007""]",False,
sess_01940,room_2,card_6448,"[""SKU-0012""]",2025-08-05T10:19:02.639951,2025-08-05T10:23:58.788270,4.9358053105461455,"[""SKU-0012""]","[""SKU-0012""]",True,quick_exit
sess_01941,room_2,card_6532,"[""SKU-0008"", ""SKU-0011"", ""SKU-0009""]",2025-01-10T03:21:02.639951,2025-01-10T03:43:02.639951,22.0,"[""SKU-0008"", ""SKU-0011"", ""SKU-0009""]","[""SKU-0008"", ""SKU-0011"", ""SKU-0009""]",False,
sess_01942,room_2,card_8952,"[""SKU-0002"", ""SKU-0004"", ""SKU-0010"", ""SKU-0009"", ""SKU-0012"", ""SKU-0005""]",2024-12-20T17:11:02.639951,2024-12-20T18:06:02.639951,55.0,"[""SKU-0002"", ""SKU-0004"", ""SKU-0010"", ""SKU-0009"", ""SKU-0012"", ""SKU-0005""]","[""SKU-0002"", ""SKU-0004"", ""SKU-0010"", ""SKU-0009"", ""SKU-0012"", ""SKU-0005""]",False,
sess_01943,room_2,card_2341,"[""SKU-0006"", ""SKU-0009""]",2025-05-23T21:30:02.639951,2025-05-23T21:41:02.639951,11.0,"[""SKU-0006"", ""SKU-0009""]","[""SKU-0006"", ""SKU-0009""]",False,
sess_01944,room_2,card_8906,"[""SKU-0009"", ""SKU-0002"", ""SKU-0011""]",2025-07-02T04:45:02.639951,2025-07-02T05:13:02.639951,28.0,"[""SKU-0009"", ""SKU-0002"", ""SKU-0011""]","[""SKU-0009"", ""SKU-0002"", ""SKU-0011""]",False,
sess_01945,room_1,card_3401,"[""SKU-0003"", ""SKU-0009"", ""SKU-0010"", ""SKU-0002"", ""SKU-0012"", ""SKU-0005""]",2024-11-30T02:00:02.639951,2024-11-30T02:34:02.639951,34.0,"[""SKU-0003"", ""SKU-0009"", ""SKU-0010"", ""SKU-0002"", ""SKU-0012"", ""SKU-0005""]","[""SKU-0003"", ""SKU-0009"", ""SKU-0010"", ""SKU-0002"", ""SKU-0012"", ""SKU-0005""]",False,
sess_01946,room_1,card_3296,"[""SKU-0012"", ""SKU-0005"", ""SKU-0011""]",2025-08-13T19:39:02.639951,2025-08-13T20:17:02.639951,38.0,"[""SKU-0012"", ""SKU-0005"", ""SKU-0011""]","[""SKU-0012"", ""SKU-0005"", ""SKU-0011""]",False,
sess_01947,room_1,card_6208,"[""SKU-0009"", ""SKU-0003"", ""SKU-0002"", ""SKU-0012"", ""SKU-0011"", ""SKU-0001"", ""SKU-0004""]",2025-03-01T19:53:02.639951,2025-03-01T21:18:02.639951,85.0,"[""SKU-0009"", ""SKU-0003"", ""SKU-0002"", ""SKU-0012"", ""SKU-0011"", ""SKU-0001"", ""SKU-0004""]","[""SKU-0009"", ""SKU-0003"", ""SKU-0002"", ""SKU-0012"", ""SKU-0011"", ""SKU-0001"", ""SKU-0004""]",False,
sess_01948,room_2,card_9237,"[""SKU-0003"", ""SKU-0006"", ""SKU-0011"", ""SKU-0004""]",2025-02-03T03:30:02.639951,2025-02-03T03:56:02.639951,26.0,"[""SKU-0003"", ""SKU-0006"", ""SKU-0011"", ""SKU-0004""]","[""SKU-0003"", ""SKU-0006"", ""SKU-0011"", ""SKU-0004""]",False,
sess_01949,room_1,card_5507,"[""SKU-0008"", ""SKU-0005""]",2025-08-05T07:24:02.639951,2025-08-05T07:38:02.639951,14.0,"[""SKU-0008"", ""SKU-0005""]","[""SKU-0008"", ""SKU-0005""]",False,
sess_01950,room_2,card_5658,"[""SKU-0009"", ""SKU-0007"", ""SKU-0006""]",2024-12-02T08:35:02.639951,2024-12-02T08:57:02.639951,22.0,"[""SKU-0009"", ""SKU-0007"", ""SKU-0006""]","[""SKU-0009"", ""SKU-0007"", ""SKU-0006""]",False,
sess_01951,room_2,card_4391,"[""SKU-0005"", ""SKU-0004"", ""SKU-0006"", ""SKU-0007"", ""SKU-0009"", ""SKU-0008""]",2025-04-13T18:52:02.639951,2025-04-13T20:02:02.639951,70.0,"[""SKU-0005"", ""SKU-0004"", ""SKU-0006"", ""SKU-0007"", ""SKU-0009"", ""SKU-0008""]","[""SKU-0005"", ""SKU-0004"", ""SKU-0006"", ""SKU-0007"", ""SKU-0009"", ""SKU-0008""]",False,
sess_01952,room_2,card_7411,"[""SKU-0012"", ""SKU-0008"", ""SKU-0004"", ""SKU-0005"", ""SKU-0002"", ""SKU-0007"", ""SKU-0006""]",2025-06-28T00:28:02.639951,2025-06-28T01:31:02.639951,63.0,"[""SKU-0012"", ""SKU-0008"", ""SKU-0004"", ""SKU-0005"", ""SKU-0002"", ""SKU-0007"", ""SKU-0006""]","[""SKU-0012"", ""SKU-0008"", ""SKU-0004"", ""SKU-0005"", ""SKU-0002"", ""SKU-0007"", ""SKU-0006""]",False,
sess_01953,room_2,card_2195,"[""SKU-0007"", ""SKU-0010"", ""SKU-0003"", ""SKU-0009""]",2025-04-10T11:59:02.639951,2025-04-10T12:20:02.639951,21.0,"[""SKU-0007"", ""SKU-0010"", ""SKU-0003"", ""SKU-0009""]","[""SKU-0007"", ""SKU-0010"", ""SKU-0003"", ""SKU-0009""]",False,
sess_01954,room_2,card_4294,"[""SKU-0008"", ""SKU-0012"", ""SKU-0010"", ""SKU-0011""]",2025-03-14T01:25:02.639951,2025-03-14T01:49:02.639951,24.0,"[""SKU-0008"", ""SKU-0012"", ""SKU-0010"", ""SKU-0011""]","[""SKU-0008"", ""SKU-0012"", ""SKU-0010"", ""SKU-0011""]",False,
sess_01955,room_2,card_7633,"[""SKU-0011"", ""SKU-0003"", ""SKU-0010"", ""SKU-0004"", ""SKU-0008"", ""SKU-0005"", ""SKU-0007""]",2025-05-31T13:49:02.639951,2025-05-31T14:51:02.639951,62.0,"[""SKU-0011"", ""SKU-0003"", ""SKU-0010"", ""SKU-0004"", ""SKU-0008"", ""SKU-0005"", ""SKU-0007""]","[""SKU-0011"", ""SKU-0003"", ""SKU-0010"", ""SKU-0004"", ""SKU-0008"", ""SKU-0005"", ""SKU-0007""]",False,
sess_01956,room_1,card_1368,"[""SKU-0003"", ""SKU-0001"", ""SKU-0011"", ""SKU-0005"", ""SKU-0004"", ""SKU-0008"", ""SKU-0012""]",2025-07-05T08:06:02.639951,2025-07-05T09:02:02.639951,56.0,"[""SKU-0003"", ""SKU-0001"", ""SKU-0011"", ""SKU-0005"", ""SKU-0004"", ""SKU-0008"", ""SKU-0012""]","[""SKU-0003"", ""SKU-0001"", ""SKU-0011"", ""SKU-0005"", ""SKU-0004"", ""SKU-0008"", ""SKU-0012""]",False,
sess_01957,room_1,card_8973,"[""SKU-0011"", ""SKU-0005"", ""SKU-0004"", ""SKU-0003"", ""SKU-0002""]",2025-03-10T16:49:02.639951,2025-03-10T17:33:02.639951,44.0,"[""SKU-0011"", ""SKU-0005"", ""SKU-0004"", ""SKU-0003"", ""SKU-0002""]","[""SKU-0011"", ""SKU-0005"", ""SKU-0004"", ""SKU-0003"", ""SKU-0002""]",False,
sess_01958,room_1,card_4799,"[""SKU-0010"", ""SKU-0011"", ""SKU-0012"", ""SKU-0009"", ""SKU-0006""]",2025-01-18T19:39:02.639951,2025-01-18T20:31:02.639951,52.0,"[""SKU-0010"", ""SKU-0011"", ""SKU-0012"", ""SKU-0009"", ""SKU-0006""]","[""SKU-0010"", ""SKU-0011"", ""SKU-0012"", ""SKU-0009"", ""SKU-0006""]",False,
